Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
197	NCT04335305	Checkpoint Blockade in COVID-19 Pandemic	COPERNICO	Recruiting	No Results Available	COVID-19|Pneumonia, Viral	Drug: Tocilizumab|Biological: Pembrolizumab (MK-3475)	Percentage of patients with normalization of SpO2 ≥96%|Proportion of patients with temperature < 37,5 °C armpit.|Proportion of patients discharged from the emergency department and classified as low risk|Change from baseline in organ failure parameters|Proportion of mortality rate|Analysis of the remission of respiratory symptoms|Evaluation of the radiological response|Time to first negative in SARS-CoV-2 RT-PCR test|Change from baseline of ALC (absolute lymphocyte count),white blood cell count and white blood cell differential count|Change from baseline of hemoglobin|Change from baseline of platelets|Change from baseline of activated partial thromboplastin time (aPTT)|Change from baseline of Alanine Aminotransferase (ALT) and Aspartate Aminotransferase (AST)|Change from baseline of creatinine|Change from baseline of glucose|Change from baseline of total bilirubin|Change from baseline of albumin|Incidence of adverse events (AEs), incidence of prespecified AEs (safety and tolerability)	MedSIR	All	18 Years and older   (Adult, Older Adult)	Phase 2	24	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	MedOPP376	April 14, 2020	May 15, 2020	May 15, 2020	April 6, 2020		April 15, 2020	Hospital Quirónsalud Barcelona, Barcelona, Spain|Hospital de la Santa Creu i Sant Pau, Barcelona, Spain|Hospital Ruber Juan Bravo, Madrid, Spain|Hospital Ruber Internacional, Madrid, Spain|Hospital Arnau de Vilanova-Lliria, Valencia, Spain|Hospital Universitario Doctor Peset, Valencia, Spain		https://ClinicalTrials.gov/show/NCT04335305
198	NCT04349631	A Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Autologous Mesenchymal Stem Cell Therapy (HB-adMSCs) to Provide Protection Against COVID-19		Enrolling by invitation	No Results Available	COVID-19	Drug: HB-adMSCs	Incidence of hospitalization for COVID-19|Incidence of symptoms for COVID-19|absence of upper/lower respiratory infection|Glucose|Calcium|Albumin|Total Protein|Sodium|Total carbon dioxide|Potassium|Chloride|BUN|Creatinine|Alkaline phosphatase|Alanine aminotransferase|Aspartate aminotransferase|Total bilirubin|White blood cells|Red blood cells|Hemoglobin|Hematocrit|Mean corpuscular volume|Mean corpuscular hemoglobin|Mean corpuscular hemoglobin concentration|Red cell distribution width|Neutrophils|Lymphs|Monocytes|Eos|Basophils|Absolute neutrophils|Absolute lymphs|Absolute monocytes|Absolute eosinophils|Absolute basophils|Immature granulocytes|Absolute Immature granulocytes|Platelets|Prothrombin time|INR|TNFalpha|Interleukin-6|Interleukin-10|C-reactive protein|SF-36|PHQ-9	Hope Biosciences	All	Child, Adult, Older Adult	Phase 2	56	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention	Protection Against COVID-19	April 16, 2020	December 31, 2020	December 31, 2020	April 16, 2020		April 17, 2020	Hope Biosciences Stem Cell Research Foundation, Sugar Land, Texas, United States		https://ClinicalTrials.gov/show/NCT04349631
199	NCT04273321	Efficacy and Safety of Corticosteroids in COVID-19		Suspended	No Results Available	COVID-19|Novel Coronavirus Pneumonia	Drug: Methylprednisolone	the incidence of treatment failure in 14 days|clinical cure incidence in 14 days|the duration of virus change to negative|mortality at day 30|ICU admission rate in 30 days	Beijing Chao Yang Hospital	All	18 Years and older   (Adult, Older Adult)	Not Applicable	400	Other	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	Methylprednisolone in COVID-19	February 14, 2020	May 1, 2020	May 30, 2020	February 18, 2020		April 17, 2020	Hubei province hospital of integrated Chinese & Western Medicine, Wuhan, Hubei, China|Yichang first people's Hospital, Yichang, Hubei, China|Beijing YouAn Hospital, Beijing, China|Renmin Hospital of Wuhan University, Wuhan, China|Tianyou Hospital Affiliated to Wuhan University of science and technology, Wuhan, China|Union Hospital Affiliated to Tongji Medical College of Huazhong University of science and technology, Wuhan, China|the first peopel hospital of Xiangyang, Xiangyang, China		https://ClinicalTrials.gov/show/NCT04273321
200	NCT04347538	Impact of Nasal Saline Irrigations on Viral Load in Patients With COVID-19		Not yet recruiting	No Results Available	COVID 19	Other: Saline Nasal Irrigation|Other: Saline with Baby Shampoo Nasal Irrigation	Change in SARS-CoV-2 mucosal immune response in the nasopharynx|Change in microbial load in the nasopharynx|Change in Viral Load in the nasopharynx over the course of COVID-19 infection|Symptom assessment|Temperature assessment	Vanderbilt University Medical Center	All	18 Years and older   (Adult, Older Adult)	Not Applicable	90	Other	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	pending IRB	May 2020	June 2021	June 2022	April 15, 2020		April 15, 2020	Vanderblt University Medical Center, Nashville, Tennessee, United States		https://ClinicalTrials.gov/show/NCT04347538
201	NCT04338360	Expanded Access to Convalescent Plasma for the Treatment of Patients With COVID-19		Available	No Results Available	COVID19	Biological: COVID-19 convalescent plasma		Mayo Clinic	All	18 Years and older   (Adult, Older Adult)			Other	Expanded Access:Intermediate-size Population		20-003312				April 8, 2020		April 8, 2020	Mayo Clinic in Arizona, Scottsdale, Arizona, United States|Mayo Clinic in Florida, Jacksonville, Florida, United States|Mayo Clinic Health System in Albert Lea, Albert Lea, Minnesota, United States|Mayo Clinic Health System in Austin, Austin, Minnesota, United States|Mayo Clinic Health System in Cannon Falls, Cannon Falls, Minnesota, United States|Mayo Clinic Health System in Lake City, Lake City, Minnesota, United States|Mayo Clinic Health System in Mankato, Mankato, Minnesota, United States|Mayo Clinic Health System in Owatonna, Owatonna, Minnesota, United States|Mayo Clinic Health System in Red Wing, Red Wing, Minnesota, United States|Mayo Clinic in Rochester, Rochester, Minnesota, United States|Mayo Clinic Health System - Eau Claire, Eau Claire, Wisconsin, United States|Mayo Clinic Health System - Franciscan Healthcare, La Crosse, Wisconsin, United States		https://ClinicalTrials.gov/show/NCT04338360
202	NCT04343976	Pegylated Interferon Lambda Treatment for COVID-19		Not yet recruiting	No Results Available	COVID-19|COVID	Drug: Pegylated interferon lambda	Undetectable COVID PCR at day 7|Undetectable COVID PCR at day 3, 10 and 14|Percentage of subjects on Lambda vs standard of care with symptomatic improvement|Percentage of subjects on Lambda vs standard of care with improved clinical outcomes	Raymond Chung|Eiger BioPharmaceuticals|Massachusetts General Hospital	All	18 Years and older   (Adult, Older Adult)	Phase 2	40	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2020p00xxxx	May 1, 2020	October 1, 2020	December 31, 2021	April 14, 2020		April 14, 2020	Massachusetts General Hospital, Boston, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT04343976
203	NCT04334252	Descriptive Study Regarding Ambulant Screening During COVID-19 Pandemia		Not yet recruiting	No Results Available	COVID 19	Other: Questionnaire	Prevalence of symptoms|Prevalence of positive Sars CoV-2 PCR|Prevalence of positive radiological findings|Prediction of symptoms	Jessa Hospital	All	18 Years and older   (Adult, Older Adult)		5000	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	JessaH_COVID19_prescreening	April 17, 2020	December 20, 2022	December 20, 2023	April 6, 2020		April 9, 2020			https://ClinicalTrials.gov/show/NCT04334252
204	NCT04339426	Atovaquone and Azithromycin Combination for Confirmed COVID-19 Infection		Not yet recruiting	No Results Available	Covid19	Drug: Atovaquone/Azithromycin	Virology Cure Rate|Incidence of GI adverse events|Cardiac Toxicity	HonorHealth Research Institute	All	18 Years to 95 Years   (Adult, Older Adult)	Not Applicable	25	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	HRI-COVID-19-Anti-Malarial-001	April 2020	October 2020	April 2021	April 9, 2020		April 13, 2020			https://ClinicalTrials.gov/show/NCT04339426
205	NCT04343794	Using Biovitals® Sentinel to Monitor Disease Progression in Subjects Quarantined for Suspected COVID-19		Recruiting	No Results Available	COVID19	Device: BIOVITALS	Time to diagnosis of COVID-19 by RT-PCR in subjects|Compliance to complete the study|Sensitivity and specificity of Biovitals® Sentinel|Cross infection rate within the family cluster|Length of hospital stay of positive subjects|Length of ICU stay of positive patients|National Early Warning Score 2 rating of positive patients|Viral load of positive patients|Worsening of comorbidities|Mortality	The University of Hong Kong	All	18 Years and older   (Adult, Older Adult)	Not Applicable	200	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	COVID19_Biovitals_Protocol_1	April 1, 2020	December 31, 2021	January 31, 2022	April 13, 2020		April 15, 2020	The University of Hong Kong, Queen Mary Hospital, Hong Kong, Hong Kong		https://ClinicalTrials.gov/show/NCT04343794
206	NCT04341103	AlloSure Guided Immuno-Optimization for COVID-19: An Early Experience	Al-COVE	Not yet recruiting	No Results Available	Solid Organ Transplant Rejection|COVID-19		Assessing the utility of AlloSure dd-cfDNA to guide clinical immune-optimization for transplant patients with COVID-19	CareDx	All	Child, Adult, Older Adult		500	Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	Al-COVE	April 1, 2020	December 1, 2020	March 1, 2021	April 10, 2020		April 10, 2020			https://ClinicalTrials.gov/show/NCT04341103
207	NCT04341285	Early Versus Late ECMO Therapy in COVID-19 Induced ARDS (ECMO-VID)	ECMO-VID	Not yet recruiting	No Results Available	ARDS, Human|COVID-19	Procedure: ECMO Implantation	28 day all cause mortality|90 day all cause mortality|Sepsis-related organ failure assessment score at day 1-14, 28 and 90 days|duration of mechanical ventilation support|Ventilator Associated Pneumonia|Bleeding complications|Acute Renal Failure|Discharge Location	University Hospital Tuebingen|University Hospital Freiburg|RWTH Aachen University|University Hospital Muenster	All	18 Years and older   (Adult, Older Adult)	Not Applicable	200	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	ECMO-VID	June 1, 2020	June 1, 2024	December 1, 2025	April 10, 2020		April 16, 2020	University Hospital Tuebingen, Tuebingen, Germany		https://ClinicalTrials.gov/show/NCT04341285
208	NCT04331665	Study of the Efficacy and Safety of Ruxolitinib to Treat COVID-19 Pneumonia		Not yet recruiting	No Results Available	COVID-19|Pneumonia	Drug: Ruxolitinib	Proportion of patients with COVID-19 pneumonia who become critically ill (defined as requiring mechanical ventilation and/or FiO2 of 60% of more)|Number of adverse events|All cause mortality rate|Average duration of hospital stay	University Health Network, Toronto	All	12 Years and older   (Child, Adult, Older Adult)	Not Applicable	64	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	U-DEPLOY: RUX-COVID|20-5315	April 20, 2020	October 30, 2020	January 31, 2021	April 2, 2020		April 13, 2020	Princess Margaret Cancer Centre, Toronto, Ontario, Canada		https://ClinicalTrials.gov/show/NCT04331665
209	NCT04318444	Hydroxychloroquine Post Exposure Prophylaxis for Coronavirus Disease (COVID-19)		Not yet recruiting	No Results Available	COVID-19|Corona Virus Infection	Drug: Hydroxychloroquine|Drug: Placebo oral tablet	Number of participants with symptomatic, lab-confirmed COVID-19.	Columbia University	All	18 Years and older   (Adult, Older Adult)	Phase 2|Phase 3	1600	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention	AAAS9676	March 2020	March 2021	March 2022	March 24, 2020		March 25, 2020	Columbia University Irving Medical Center, New York, New York, United States		https://ClinicalTrials.gov/show/NCT04318444
210	NCT04344730	Dexamethasone and Oxygen Support Strategies in ICU Patients With Covid-19 Pneumonia	COVIDICUS	Recruiting	No Results Available	Acute Hypoxemic Respiratory Failure|COVID-19	Drug: Dexamethasone injection|Drug: placebo|Procedure: conventional oxygen|Procedure: CPAP|Procedure: HFNO|Procedure: mechanical ventilation	The time-to-death from all causes|The time to need for mechanical ventilation (MV)|The viral load in the respiratory tract|Number of patient with at least one episode of healthcare-associated infections|Number of days alive without mechanical ventilation|Measure of SOFA score|Number of days alive without renal replacement therapy|Lengths of ICU-stay|Lengths of hospital-stay|Number of patients with severe hypoxemia,|Number of patients with cardiac arrest within 1 hour after intubation	Assistance Publique - Hôpitaux de Paris	All	18 Years and older   (Adult, Older Adult)	Not Applicable	550	Other	Interventional	Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	APHP200388|2020-001457-43	April 10, 2020	December 31, 2020	December 31, 2020	April 14, 2020		April 14, 2020	Hopital Bichat - Aphp, Paris, France		https://ClinicalTrials.gov/show/NCT04344730
211	NCT04318015	Hydroxychloroquine Chemoprophylaxis in Healthcare Personnel in Contact With COVID-19 Patients (PHYDRA Trial)	PHYDRA	Recruiting	No Results Available	COVID-19|Severe Acute Respiratory Syndrome	Drug: Hydroxychloroquine|Drug: Placebo oral tablet	Symptomatic COVID-19 infection rate|Symptomatic non-COVID viral infection rate|Days of labor absenteeism|Rate of labor absenteeism|Rate of severe respiratory COVID-19 disease in healthcare personnel	National Institute of Respiratory Diseases, Mexico|Sanofi	All	18 Years and older   (Adult, Older Adult)	Phase 3	400	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention	ProfilaxisCOVID	April 14, 2020	December 31, 2020	March 31, 2021	March 23, 2020		April 17, 2020	Instituto Nacional de Enfermedades Respiratorias, "Ismael Cosío Villegas", Mexico, City, Mexico		https://ClinicalTrials.gov/show/NCT04318015
212	NCT04341038	Clinical Trial to Evaluate Methylprednisolone Pulses and Tacrolimus in Patients With COVID-19 Lung Injury	TACROVID	Recruiting	No Results Available	COVID-19|Lung Injury	Drug: Tacrolimus|Drug: Methylprednisolone	Time to reach clinical stability|Time to reach an afebrile state for 48 hours.|Time to reach PaO2 / FiO2> 400 and / or SatO2 / FiO2> 300|Time to reach FR ≤ 24 rpm for 48 hours|Time to normalization of D-dimer (<250 ug / L)|Time until PCR normalization (<5mg / L).|Time until normalization of ferritin (<400ug / L)|Study the impact of immunosuppressive treatment on viral load using quantitative PCR|Time until hospital discharge|Need for ventilatory support devices|Duration that it is necessary to maintain ventilatory support.|COVID-19 mortality|all-cause mortality|Analyze the expanded cytokine profile before the start of treatment and their evolution every 7 days after admission|Describe the side effects and their severity attributed to tacrolimus and / or methylprednisolone.	Hospital Universitari de Bellvitge|Institut d'Investigació Biomèdica de Bellvitge	All	18 Years and older   (Adult, Older Adult)	Phase 3	84	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	TACRO-BELL-COVID|2020-001445-39	April 1, 2020	June 1, 2020	July 1, 2020	April 10, 2020		April 10, 2020	Hospital Universitari de Bellvitge, L'Hospitalet de Llobregat, Barcelona, Spain		https://ClinicalTrials.gov/show/NCT04341038
