Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
32	NCT04352348	Cohort of Patients Infected With SARS-CoV2 (COVID-19) or Suspected of Being	COVIDeF	Recruiting	No Results Available	COVID-19	Other: blood samples	Identification of prognostic factors for progression to a severe form of COVID-19 infection|Clinical aggravation of the infection|Discharge of hospitalization|Death|Description of clinical manifestations|Description of biological manifestations|Description of radiological manifestations|Description of physiological manifestations|Patient-related prognostic factors|Virus-related risk factors|Comparison of the results of different diagnosis tests	Assistance Publique - Hôpitaux de Paris	All	18 Years and older   (Adult, Older Adult)	Not Applicable	2000	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science	APHP200382|2020-A00754-35	March 31, 2020	May 31, 2021	March 31, 2022	April 20, 2020		April 22, 2020	GH Pitié-Salpêtrière / Service d'Accueil des Urgences, Paris, Ile-de-France, France		https://ClinicalTrials.gov/show/NCT04352348
33	NCT04344015	COVID-19 Plasma Collection		Recruiting	No Results Available	COVID-19	Other: Plasma Donation	Number of patients who screen eligible for donation|Number of patients who consent to plasma donation|Number of plasma donations received|Safety of donation procedures	Thomas Jefferson University	All	18 Years and older   (Adult, Older Adult)	Not Applicable	2000	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other	20D.346	April 13, 2020	April 12, 2021	April 12, 2021	April 14, 2020		April 16, 2020	Thomas Jefferson University Hospital, Philadelphia, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT04344015
34	NCT04339660	Clinical Research of Human Mesenchymal Stem Cells in the Treatment of COVID-19 Pneumonia		Recruiting	No Results Available	COVID-19	Biological: UC-MSCs|Other: Placebo	The immune function (TNF-α 、IL-1β、IL-6、TGF-β、IL-8、PCT、CRP)|Blood oxygen saturation|Rate of mortality within 28-days|Size of lesion area by chest imaging|CD4+ and CD8+ T cells count|Peripheral blood count recovery time|Duration of respiratory symptoms (fever, dry cough, difficulty breathing, etc.)|COVID-19 nucleic acid negative time	Puren Hospital Affiliated to Wuhan University of Science and Technology|Shanghai University|Qingdao Co-orient Watson Biotechnology group co. LTD|Basic Medical Sciences, Chinese Academy of Medical Sciences	All	18 Years to 75 Years   (Adult, Older Adult)	Phase 1|Phase 2	30	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Outcomes Assessor)|Primary Purpose: Treatment	Pr20200402	February 1, 2020	June 30, 2020	June 30, 2020	April 9, 2020		April 9, 2020	Puren Hospital Affiliated to Wuhan University of Science and Technology, Wuhan, Hubei, China		https://ClinicalTrials.gov/show/NCT04339660
35	NCT04306497	Clinical Trial on Regularity of TCM Syndrome and Differentiation Treatment of COVID-19.	CTOROTSADTOC	Recruiting	No Results Available	COVID-19	Drug: TCM prescriptions	The relief / disappearance rate of main symptoms|Chest CT absorption|Virus antigen negative conversion rate|Clinical effective time: the average effective time|The number of severe and critical conversion cases|Incidence of complications|Traditional Chinese Medicine Syndrome Score	Jiangsu Famous Medical Technology Co., Ltd.	All	18 Years to 75 Years   (Adult, Older Adult)		340	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	JSZYJ202001	March 2, 2020	May 2020	May 2020	March 13, 2020		March 17, 2020	Huai'an fourth people's Hospital, Huaian, Jiangsu, China		https://ClinicalTrials.gov/show/NCT04306497
36	NCT04354857	Qualitative and Quantitative Evaluation of Anosmia Over Time in Clinically Symptomatic Patients Tested for COVID-19 Infection	Anosmie-COVID	Recruiting	No Results Available	COVID-19	Other: olfactory and gustatory tests	SARS-CoV-2 infection status|Olfactory and gustatory loss|Ability to detect odor|Ability to detect salty taste|Ability to detect sweet taste|Severity of infection according to hospitalization rate	Centre Hospitalier Universitaire de Nīmes	All	18 Years and older   (Adult, Older Adult)		454	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	IRB: 20.04.09	March 27, 2020	July 2020	November 2020	April 21, 2020		April 21, 2020	CHU de Nimes, Nîmes, France		https://ClinicalTrials.gov/show/NCT04354857
37	NCT04287686	Recombinant Human Angiotensin-converting Enzyme 2 (rhACE2) as a Treatment for Patients With COVID-19		Withdrawn	No Results Available	COVID-19	Drug: Recombinant human angiotensin-converting enzyme 2 (rhACE2)	Time course of body temperature (fever)|Viral load over time|P/F ratio over time|Sequential organ failure assessment score(SOFA score) over time|Pulmonary Severity Index (PSI)|Image examination of chest over time|Proportion of subjects who progressed to critical illness or death|Time from first dose to conversion to normal or mild pneumonia|T-lymphocyte counts over time|C-reactive protein levels over time|Angiotensin II (Ang II) changes over time|Angiotensin 1-7 (Ang 1-7) changes over time|Angiotensin 1-5 (Ang 1-5) changes over time|Renin changes over time|Aldosterone changes over time|Angiotensin-converting enzyme (ACE) changes over time|Angiotensin-converting enzyme 2 (ACE2) changes over time|Interleukin 6 (IL-6) changes over time|Interleukin 8 (IL-8) changes over time|Soluble tumor necrosis factor receptor type II (sTNFrII) changes over time|Plasminogen activator inhibitor type-1 (PAI-1) changes over time|Von willebrand factor (vWF) changes over time|Tumor necrosis factor-α (TNF-α) changes over time|Soluble receptor for advanced glycation end products (sRAGE) changes over time|Surfactant protein-D (SP-D) changes over time|Angiopoietin-2 changes over time|Frequency of adverse events and severe adverse events	The First Affiliated Hospital of Guangzhou Medical University	All	18 Years to 80 Years   (Adult, Older Adult)	Not Applicable	0	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	GIRH-APN01	February 2020	April 2020	April 2020	February 27, 2020		March 17, 2020	GCP Office of The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, Guangdong, China		https://ClinicalTrials.gov/show/NCT04287686
38	NCT04354389	DAS181 for STOP COVID-19		Not yet recruiting	No Results Available	COVID-19	Drug: DAS181|Drug: Placebo	COVID-19 Clinical Status Scale (CCSS)|Clinical Status Scale|Return To Room Air (RTRA)|Death (all cause)|SARS-CoV-2 RNA undetectable|Percent of subjects discharged	Ansun Biopharma, Inc.	All	18 Years and older   (Adult, Older Adult)	Phase 2|Phase 3	82	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment	DAS181-3-02-EU|2020-001874-30	April 25, 2020	June 30, 2020	July 31, 2020	April 21, 2020		April 22, 2020	Fondazione IRCCS Ca' Granda - Ospedale Maggiore Policlinico, Milano, Italy|A.O.U Policlinico Di Modena, Modena, Italy		https://ClinicalTrials.gov/show/NCT04354389
39	NCT04362813	Study of Efficacy and Safety of Canakinumab Treatment for CRS in Participants With COVID-19-induced Pneumonia	CAN-COVID	Not yet recruiting	No Results Available	COVID-19	Drug: Canakinumab|Drug: Placebo	Number of patients with clinical response|COVID-19-related death rate during the 4-week period after study treatment|Ratio to baseline in the C-reactive protein (CRP)|Ratio to baseline in the serum ferritin|Ratio to baseline in the D-dimer|Number of participants with Adverse Event (AE), serious adverse events (SAE), clinically significant changes in laboratory measures, and vital signs	Novartis Pharmaceuticals|Novartis	All	18 Years and older   (Adult, Older Adult)	Phase 3	450	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	CACZ885D2310|2020-001370-30	April 30, 2020	October 5, 2020	October 5, 2020	April 27, 2020		April 27, 2020			https://ClinicalTrials.gov/show/NCT04362813
40	NCT04361916	Home Care for Patients With COVID-19: Active Monitoring in Two Italian Health Units (Casale Monferrato and Torino)	Mon-Covid	Recruiting	No Results Available	COVID-19	Other: home care monitoring	SpO2|in-hospital mortality|need of intubation|feasibility of active monitoring	Mario Negri Institute for Pharmacological Research	All	18 Years and older   (Adult, Older Adult)	Not Applicable	425	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research	Mon-Covid	April 21, 2020	October 31, 2020	December 31, 2020	April 24, 2020		April 24, 2020	Asl Alessandria, Casale Monferrato, Alessandria, Italy		https://ClinicalTrials.gov/show/NCT04361916
41	NCT04344145	Exhaustion and Needs in Frontline COVID-19 Healthcare Workers: Cross-sectional Study in a Belgian Population		Recruiting	No Results Available	COVID-19		Burnout|Emotional Distress|Insomnia|Needs and difficulties in work situations	Université Libre de Bruxelles	All	18 Years and older   (Adult, Older Adult)		200	Other	Observational	Observational Model: Case-Control|Time Perspective: Cross-Sectional	PSY-ENCOVID19	April 16, 2020	June 15, 2020	July 15, 2020	April 14, 2020		April 20, 2020	Erasme Hospital CUB, Brussels, Belgium		https://ClinicalTrials.gov/show/NCT04344145
42	NCT04324996	A Phase I/II Study of Universal Off-the-shelf NKG2D-ACE2 CAR-NK Cells for Therapy of COVID-19		Recruiting	No Results Available	COVID-19	Biological: NK cells,IL15-NK cells,NKG2D CAR-NK cells,ACE2 CAR-NK cells,NKG2D-ACE2 CAR-NK cells	Clinical response|Side effects in the treatment group	Chongqing Public Health Medical Center|Chongqing Sidemu Biotechnology Technology Co.,Ltd.	All	18 Years and older   (Adult, Older Adult)	Phase 1|Phase 2	90	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	ChongqingPublicHMC	March 21, 2020	May 31, 2020	September 30, 2020	March 27, 2020		March 27, 2020	Chongqing Public Health Medical Center, Chongqing, China		https://ClinicalTrials.gov/show/NCT04324996
43	NCT04355338	Assessment of Seroprevalence and Incidence of SARS-CoV-2 Infection and COVID-19 in Brazil		Not yet recruiting	No Results Available	COVID-19		Previous SARS-CoV-2 infection|Incidence of SARS-CoV-2 infection|Incidence of COVID-19|Incidence of hospitalization due to COVID-19|Level of neutralizing antibodies	Butantan Institute	All	Child, Adult, Older Adult		4030	Other	Observational	Observational Model: Cohort|Time Perspective: Retrospective	COV-01-IB	May 15, 2020	November 30, 2020	May 15, 2022	April 21, 2020		April 22, 2020			https://ClinicalTrials.gov/show/NCT04355338
44	NCT04362137	Phase 3 Randomized, Double-blind, Placebo-controlled Multi-center Study to Assess the Efficacy and Safety of Ruxolitinib in Patients With COVID-19 Associated Cytokine Storm (RUXCOVID)	RUXCOVID	Not yet recruiting	No Results Available	COVID-19	Drug: Ruxolitinib|Drug: Placebo	Proportion of patients who die, develop respiratory failure [require mechanical ventilation] or require intensive care unit (ICU) care|Clinical status|Percentage of patients with at least two-point improvement from baseline in clinical status|Percentage of patients with at least one-point improvement from baseline in clinical status|Percentage of patients with at least one-point deterioration from baseline in clinical status|Time to improvement in clinical status|Mean change from baseline in the clinical status|Mortality rate|Proportion of patients requiring mechanical ventilation|Duration of hospitalization|Time to discharge or to a NEWS2 score of ≤2|Change from baseline in NEWS2 score|Change from baseline in SpO2/FiO2 ratio.|Proportion of patients with no oxygen therapy	Novartis Pharmaceuticals|Incyte Corporation|Novartis	All	12 Years and older   (Child, Adult, Older Adult)	Phase 3	402	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	CINC424J12301|INCB 18424-368|2020-001662-11	April 30, 2020	June 29, 2020	June 29, 2020	April 24, 2020		April 24, 2020			https://ClinicalTrials.gov/show/NCT04362137
45	NCT04348071	Safety and Efficacy of Ruxolitinib for COVID-19		Not yet recruiting	No Results Available	COVID-19	Drug: Ruxolitinib	Phase 2: Cumulative incidence of Grade 3 and 4 adverse events (AEs)|Phase 2: Cumulative incidence of serious adverse events (SAEs)|Phase 2: Changes in white blood cell count (CBC) through Day 15|Phase 2: Changes in hemoglobin through Day 15|Phase 2: Changes in platelets through Day 15|Phase 2: Changes in creatinine through Day 15|Phase 2: Changes in glucose through Day 15|Phase 2: Changes in prothrombin time (PT) through Day 15|Phase 2: Changes in total bilirubin through Day 15|Phase 2: Changes in ALT through Day 15|Phase 2: Changes in AST through Day 15|Phase 2: Changes in white blood cell count (CBC) through End of Study (EOS)|Phase 2: Changes in hemoglobin through End of Study (EOS)|Phase 2: Changes in platelets through End of Study (EOS)|Phase 2: Changes in creatinine through End of Study (EOS)|Phase 2: Changes in glucose through End of Study (EOS)|Phase 2: Changes in prothrombin time (PT) though End of Study (EOS)|Phase 2: Changes in total bilirubin through End of Study (EOS)|Phase 2: Changes in ALT through End of Study (EOS)|Phase 2: Changes in AST through End of Study (EOS)|Phase 3: Percentage of patients reporting each severity on an 8-point ordinal scale at Day 15|Phase 2: Change in the 8-point ordinal scale|Phase 2: Change in National Early Warning Score (NEWS)|Phase 3: Change in the 8-point ordinal scale|Phase 3: Change in National Early Warning Score (NEWS)|Phase 3: Time to an improvement of one category using the 8-point ordinal scale|Phase 3: Time to an improvement of two categories using the 8-point ordinal scale|Phase 3: Time to discharge or to a NEWS ≤2 and maintained for 24 hours, whichever occurs first|Phase 3: Cumulative incidence of Grade 3 and 4 adverse events (AEs)|Phase 3: Cumulative incidence of serious adverse events (SAEs)|Phase 3: Duration of hospitalization|Phase 3: Duration of new oxygen use|Phase 3: Duration of new ventilator or ECMO use|Phase 3: Incidence of discontinuation or temporary suspension of drug for any reason|Phase 3: Incidence of new oxygen use|Phase 3: Incidence of new ventilator use|Phase 3: Number of oxygen free days|Phase 3: Number of ventilator or ECMO free days|Phase 3: 14 day mortality rate|Phase 3: 28 day mortality rate|Phase 3: Changes in white blood cell count (CBC) through Day 15|Phase 3: Changes in hemoglobin through Day 15|Phase 3: Changes in platelets through Day 15|Phase 3: Changes in creatinine through Day 15|Phase 3: Changes in glucose through Day 15|Phase 3: Changes in prothrombin time (PT) through Day 15|Phase 3: Changes in total bilirubin through Day 15|Phase 3: Changes in ALT through Day 15|Phase 3: Changes in AST through Day 15|Phase 3: Changes in white blood cell count (CBC) through End of Study (EOS)|Phase 3: Changes in hemoglobin through End of Study (EOS)|Phase 3: Changes in platelets through End of Study (EOS)|Phase 3: Changes in creatinine through End of Study (EOS)|Phase 3: Changes in glucose through End of Study (EOS)|Phase 3: Changes in prothrombin time (PT) though End of Study (EOS)|Phase 3: Changes in total bilirubin through End of Study (EOS)|Phase 3: Changes in ALT through End of Study (EOS)|Phase 3: Changes in AST through End of Study (EOS)	University of Colorado, Denver	All	18 Years to 89 Years   (Adult, Older Adult)	Phase 2|Phase 3	80	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	20-0869	April 2020	August 2020	October 2020	April 15, 2020		April 17, 2020			https://ClinicalTrials.gov/show/NCT04348071
